name,release_year,certificate,runtime,genre,director,gross,actors,production_house
Down to the Bone,2005,R,104,_Drama,Debra Granik,NA,None,Laemmle/Zeller Films
The Manchurian Candidate,2004,R,129,_Thriller,Jonathan Demme,NA,_Denzel Washington_Liev Schreiber,Paramount Pictures
Suzhou River,2000,None,83,_Romance,Ye Lou,NA,_Hongshen Jia_Xun Zhou,Strand Releasing
The Talented Mr. Ripley,1999,R,139,_Crime,Anthony Minghella,NA,_Gwyneth Paltrow_Jude Law_Matt Damon,Miramax Films
The Naked Gun: From the Files of Police Squad!,1988,PG-13,85,_Crime,David Zucker,NA,_Leslie Nielsen_O.J. Simpson_Priscilla Presley,Paramount Pictures
Sound City,2013,NotRated,108,_Documentary,David Grohl,NA,_Mick Fleetwood_Tom Petty_Trent Reznor,Variance Films
Greenberg,2010,R,107,_Comedy,Noah Baumbach,NA,_Ben Stiller_Greta Gerwig,Focus Features
The Mend,2015,NotRated,111,_Comedy,John Magary,NA,None,Cinelicious Pics
The Girl with the Dragon Tattoo,2010,None,152,_Crime,Niels Arden Oplev,NA,_Ewa Fröling_Michael Nyqvist_Noomi Rapace,Music Box Films
Five Star,2015,NotRated,83,_Drama,Keith Miller,NA,None,XLrator Media
For Ahkeem,2017,NotRated,90,_Documentary,_Jeremy S. Levine_Landon Van Soest,NA,Daje Shelton,Transient Pictures
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Unrated,143,_Family,Andrew Adamson,NA,_Anna Popplewell_Georgie Henley_Skandar Keynes_Tilda Swinton_William Moseley,Buena Vista Pictures
Kids for Cash,2014,PG-13,102,_News,Robert May,NA,None,
Loveless,2011,Unrated,92,_Comedy,Ramin Serry,NA,None,"""DIA"" Productions GmbH & Co. KG"
Don't Blink - Robert Frank,2016,NotRated,82,_Documentary,Laura Israel,NA,None,Grasshopper Film
Birdboy: The Forgotten Children,2017,None,76,_Animation,_Alberto Vázquez_Pedro Rivero,NA,_Andrea Alzuri_Eva Ojanguren_Félix Arcarazo_Iker Diez_Jon Goiri_Jorge Carrero_Josu Cubero_Josu Varela_Maribel Legarreta_Nuria Marín,
The Bad Kids,2016,NotRated,101,_Documentary,_Keith Fulton_Louis Pepe,NA,None,FilmRise
Beetle Queen Conquers Tokyo,2010,None,90,_Documentary,Jessica Oreck,NA,None,Argot Pictures
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2017,R,118,_Thriller,Joseph Cedar,NA,None,Sony Pictures Classics
A Family Affair,2016,NotRated,110,_Documentary,Tom Fassaert,NA,None,Abramorama
Lucas,1986,PG-13,100,_Romance,David Seltzer,NA,_Charlie Sheen_Ciro Poppiti_Corey Haim_Courtney Thorne-Smith_Guy Boyd_Jeremy Piven_Kerri Green_Kevin Wixted_Tom Hodges_Winona Ryder,Twentieth Century Fox
OT: Our Town,2003,None,76,_Documentary,Scott Hamilton Kennedy,NA,None,Film Movement
Pistol Opera,2003,None,112,_Crime,Seijun Suzuki,NA,None,Media Blasters
La Cienaga,2001,R,103,_Comedy,Lucrecia Martel,NA,_Graciela Borges_Mercedes Morán,Cowboy Booking International
State and Main,2000,R,105,_Comedy,David Mamet,NA,Rebecca Pidgeon,Fine Line Features
Taboo,2000,None,100,_History,Nagisa Ôshima,NA,None,New Yorker Films
The Life and Times of Hank Greenberg,2000,PG,90,_Documentary,Aviva Kempner,NA,None,Cowboy Booking International
The Holy Girl,2005,R,106,_Drama,Lucrecia Martel,NA,None,Fine Line Features
Young@Heart,2008,PG,107,_Documentary,_Sally George_Stephen Walker,NA,None,Fox Searchlight Pictures
Rango,2011,PG,107,_Family,Gore Verbinski,NA,_Isla Fisher_Johnny Depp_Timothy Olyphant,Paramount Pictures
Repo Man,1984,R,92,_Comedy,Alex Cox,NA,_Emilio Estevez_Harry Dean Stanton,Anchor Bay Entertainment
Patience (After Sebald),2012,NotRated,90,_Documentary,Grant Gee,NA,None,Cinema Guild
From Nowhere,2017,NotRated,89,_Drama,Matthew Newton,NA,None,FilmRise
Frank,2014,R,95,_Music,Lenny Abrahamson,NA,_Domhnall Gleeson_Maggie Gyllenhaal_Michael Fassbender,Magnolia Pictures
Easy Money,2012,R,124,_Crime,Daniel Espinosa,NA,_Dragomir Mrsic_Joel Kinnaman_Lisa Henni_Mahmut Suvakci_Matias Padin,"Weinstein Company, The"
Invasion of the Body Snatchers,1978,PG,115,_Horror,Philip Kaufman,NA,_Art Hindle_Brooke Adams_Don Siegel_Donald Sutherland_Jeff Goldblum_Kevin McCarthy_Lelia Goldoni_Leonard Nimoy_Tom Luddy_Veronica Cartwright,United Artists
The Art of the Steal,2010,Unrated,101,_Documentary,Don Argott,NA,None,IFC Films
Tin Men,1987,R,112,_Comedy,Barry Levinson,NA,_Barbara Hershey_Bruno Kirby_Danny DeVito_J.T. Walsh_Jackie Gayle_John Mahoney_Richard Dreyfuss_Richard Portnow_Seymour Cassel_Stanley Brock,Buena Vista Pictures
"What Happened, Miss Simone?",2015,NotRated,101,_Documentary,Liz Garbus,NA,None,Netflix
Sleepless Night,2012,NotRated,98,_Thriller,Frédéric Jardin,NA,None,Tribeca Film
Fear and Trembling,2004,Unrated,107,_Comedy,Alain Corneau,NA,None,Cinema Guild
Power Trip,2003,Unrated,86,_Documentary,Paul Devlin,NA,None,None
Man on the Train,2003,R,90,_Comedy,Patrice Leconte,NA,_Jean Rochefort_Jean-François Stévenin_Johnny Hallyday,Paramount Classics
Bulworth,1998,R,108,_Romance,Warren Beatty,NA,_Halle Berry_Warren Beatty,20th Century Fox Home Entertainment
Rush,2013,R,123,_Sport,Ron Howard,NA,_Chris Hemsworth_Daniel Brühl_Olivia Wilde,Universal Pictures
Down by Law,1986,R,107,_Crime,Jim Jarmusch,NA,_Billie Neal_Ellen Barkin_John Lurie_L.C. Drane_Nicoletta Braschi_Roberto Benigni_Rockets Redglare_Timothea_Tom Waits_Vernel Bagneris,Island Pictures
Matt Shepard Is a Friend of Mine,2015,NotRated,89,_Documentary,Michele Josue,NA,None,
Anton Chekhov's The Duel,2010,None,95,_Drama,Dover Koshashvili,NA,None,Highline Pictures
Boy A,2008,R,106,_Crime,John Crowley,NA,_Andrew Garfield_Peter Mullan_Shaun Evans,"Weinstein Company, The"
The Punk Singer,2013,NotRated,80,_Documentary,Sini Anderson,NA,_Carrie Brownstein_Joan Jett_Kathleen Hanna_Kim Gordon,Sundance Selects
It's Not Yet Dark,2017,NotRated,81,_Documentary,Frankie Fenton,NA,_Colin Farrell_Ruth Fitzmaurice_Simon Fitzmaurice,FilmRise
Risky Business,1983,R,98,_Comedy,Paul Brickman,NA,_Rebecca De Mornay_Tom Cruise,Warner Bros. Pictures
An Officer and a Gentleman,1982,R,124,_Romance,Taylor Hackford,NA,_Debra Winger_Richard Gere,Paramount Pictures
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,None,92,_Documentary,_Judith Ehrlich_Rick Goldsmith,NA,None,First Run Features
Heavy,1996,R,105,_Romance,James Mangold,NA,None,Ciné 360
Final Portrait,2018,NotRated,90,_Comedy,Stanley Tucci,NA,_Armie Hammer_Begona F. Martin_Clémence Poésy_Geoffrey Rush_James Faulkner_Kerry Shale_Martyn Mayger_Philippe Spall_Sylvie Testud_Tony Shalhoub,Sony Pictures Classics
The Settlers,2017,NotRated,107,_Documentary,Shimon Dotan,NA,None,BOND360
House of Pleasures,2011,NotRated,122,_Drama,Bertrand Bonello,NA,None,Sundance Selects
In the Heat of the Night,1967,Approved,109,_Crime,Norman Jewison,NA,_Lee Grant_Rod Steiger_Sidney Poitier_Warren Oates,United Artists
Dina,2017,NotRated,103,_Documentary,_Antonio Santini_Dan Sickles,NA,_Dina Buno_Scott Levin,"Orchard, The"
The Retrieval,2014,R,92,_Western,Chris Eska,NA,None,Variance Films
The Trip to Italy,2014,NotRated,108,_Comedy,Michael Winterbottom,NA,_Claire Keelan_Marta Barrio_Rob Brydon_Rosie Fellner_Steve Coogan,IFC Films
The Flower of My Secret,1996,R,103,_Drama,Pedro Almodóvar,NA,_Juan Echanove_Marisa Paredes,Sony Pictures Classics
MC5*: A True Testimonial,2004,None,120,_Documentary,David C. Thomas,NA,None,Avatar Films
Knafayim Shvurot,2004,R,87,_Drama,Nir Bergman,NA,_Maya Maron_Nitai Gvirtz_Orly Silbersatz Banai,Sony Pictures Classics
Lovely & Amazing,2002,R,91,_Comedy,Nicole Holofcener,NA,_Brenda Blethyn_Catherine Keener,Lions Gate Films
Joy Ride,2001,R,97,_Horror,John Dahl,NA,Leelee Sobieski,Twentieth Century Fox Film Corporation
The Boxer,1997,R,113,_Sport,Jim Sheridan,NA,None,MCA/Universal Pictures
THX 1138,1971,R,86,_Crime,George Lucas,NA,_Donald Pleasence_Robert Duvall,Warner Bros. Pictures
Lambert & Stamp,2015,R,117,_Documentary,James D. Cooper,NA,_Chris Stamp_Kit Lambert_Pete Townsend_Roger Daltrey,Sony Pictures Classics
Charlie's Country,2015,NotRated,108,_Drama,Rolf de Heer,NA,None,Monument Releasing
Attack the Block,2011,R,88,_Comedy,Joe Cornish,NA,_Alex Esmail_Jodie Whittaker_John Boyega,Screen Gems
Notes on Blindness,2016,NotRated,90,_Documentary,_James Spinney_Pete Middleton,NA,None,BOND360
Ballplayer: Pelotero,2012,NotRated,77,_Documentary,_Jonathan Paley_Ross Finkel_Trevor Martin,NA,_Jean Carlos Batista_John Leguizamo_Miguel Angel Sano,Strand Releasing
Diamond Tongues,2016,NotRated,100,_Comedy,_Brian Robertson_Pavan Moondi,NA,None,
Terror's Advocate,2007,Unrated,135,_Documentary,Barbet Schroeder,NA,_Jacques Vergès_Klaus Barbie,Magnolia Pictures
I don't feel at home in this world anymore.,2017,TV-MA,93,_Crime,Macon Blair,NA,None,Netflix
Dark Horse,2016,PG,85,_Documentary,Louise Osmond,NA,None,Sony Pictures Classics
Sweet Land,2006,PG,110,_Romance,Ali Selim,NA,None,Libero
Muscle Shoals,2013,PG,111,_Documentary,Greg 'Freddy' Camalier,NA,_Aretha Franklin_Gregg Allman_Rick Hall_Roger Hawkins,Magnolia Pictures
Mala Mala,2015,NotRated,87,_News,_Antonio Santini_Dan Sickles,NA,_Alberic Prados_Denise 'Sandy' Rivera_Ivana Fred_Jason Carrión_Paxx Moll_Queen Bee Ho_Samantha Close_Sophia Voines_Soraya Santiango Solla,Strand Releasing
Honey,2014,NotRated,96,_Drama,Valeria Golino,NA,None,Emerging Pictures
Misery,1990,R,107,_Crime,Rob Reiner,NA,_James Caan_Kathy Bates,Columbia Pictures
Harry Dean Stanton: Partly Fiction,2013,NotRated,77,_Documentary,Sophie Huber,NA,None,Adopt Films
In Between Days,2007,NotRated,83,_Drama,So Yong Kim,NA,None,Kino International
Win Win,2011,R,106,_Comedy,Thomas McCarthy,NA,_Amy Ryan_Jeffrey Tambor_Paul Giamatti,Fox Searchlight Pictures
A Talking Picture,2004,None,96,_War,Manoel de Oliveira,NA,None,None
Clean,2005,R,90,_Music,Olivier Assayas,NA,_Maggie Cheung_Nick Nolte,Palm Pictures
David Lynch: The Art Life,2017,NotRated,88,_Documentary,_Jon Nguyen_Olivia Neergaard-Holm_Rick Barnes,NA,None,Absurda
Heaven Knows What,2015,NotRated,94,_Drama,_Ben Safdie_Joshua Safdie,NA,_Arielle Holmes_Caleb Landry Jones,RADiUS-TWC
The Son of Joseph,2017,NotRated,113,_Drama,Eugène Green,NA,None,Kino Lorber
Touch the Sound: A Sound Journey with Evelyn Glennie,2005,None,99,_Documentary,Thomas Riedelsheimer,NA,None,Shadow Distribution
Girl on the Bridge,2000,R,90,_Romance,Patrice Leconte,NA,_Daniel Auteuil_Vanessa Paradis,Legend Films
Croupier,2000,Unrated,94,_Crime,Mike Hodges,NA,Clive Owen,Shooting Gallery
Jing Ke ci Qin Wang,1999,R,162,_History,Kaige Chen,NA,_Fengyi Zhang_Li Gong_Zhou Sun,Sony Pictures Classics
The Cider House Rules,1999,PG-13,126,_Romance,Lasse Hallstrom,NA,_Charlize Theron_Michael Caine_Tobey Maguire,Miramax Films
Tumbleweeds,1999,PG-13,102,_Comedy,Gavin O'Connor,NA,_Janet McTeer_Kimberly J. Brown,Fine Line Features
Félicité,2017,NotRated,129,_Music,Alain Gomis,NA,_Célestin Mokono_Diplome Amekindra_Elbas Manuana_Ferdinand Minga_François Kasonga_Gaetan Claudia_Nadine Ndebo_Papi Mpaka_Prince Mbasi_Véro Tshanda Beya Mputu,Strand Releasing
Goodbye to Language 3D,2014,NotRated,70,_Drama,Jean-Luc Godard,NA,_Christian Gregori_H_Jessica Erickson_Kamel Abdeli_Richard Chevallier_Zoé Bruneau,Kino Lorber
Time to Choose,2016,NotRated,100,_Documentary,Charles Ferguson,NA,None,Abramorama
Infernal Affairs,2004,R,101,_Crime,_Alan Mak_Wai-keung Lau,NA,_Andy Lau_Anthony Wong Chau-Sang_Tony Leung Chiu Wai,Miramax Films
Bernie,2012,PG-13,104,_Crime,Richard Linklater,NA,_Jack Black_Matthew McConaughey_Shirley MacLaine,Millennium Entertainment
Chasing Ice,2012,NotRated,80,_Documentary,Jeff Orlowski,NA,None,National Geographic Channel
Bridesmaids,2011,R,125,_Comedy,Paul Feig,NA,_Kristen Wiig_Maya Rudolph_Rose Byrne,Universal Pictures
Tibet: Cry of the Snow Lion,2003,Unrated,104,_Documentary,Tom Piozet,NA,None,Artistic License
The Invisible Woman,2013,R,111,_Romance,Ralph Fiennes,NA,_Felicity Jones_Kristin Scott Thomas_Ralph Fiennes_Tom Hollander,Sony Pictures Classics
The Muppets,2011,PG,98,_Family,James Bobin,NA,None,Walt Disney Studios Motion Pictures
Time Out of Mind,2015,NotRated,120,_Drama,Oren Moverman,NA,_Ben Vereen_Jena Malone_Richard Gere,IFC Films
Darkest Hour,2017,PG-13,125,_War,Joe Wright,NA,_Adrian Rawlins_Anna Burnett_Beatrice Stein_Ben Mendelsohn_Charley Palmer Merkell_David Schofield_Gary Oldman_Hannah Steele_Hilton McRae_Jordan Waller_Kristin Scott Thomas_Lily James_Nicholas Jones_Philip Martin Brown_Pip Torrens_Richard Lumsden_Ronald Pickup_Samuel West_Stephen Dillane,Focus Features
An Inconvenient Truth,2006,PG,100,_Documentary,Davis Guggenheim,NA,Al Gore,Paramount Vantage
The Beat That My Heart Skipped,2005,Unrated,108,_Music,Jacques Audiard,NA,_Aure Atika_Emmanuelle Devos_Jonathan Zaccaï_Linh Dan Pham_Niels Arestrup_Romain Duris,Wellspring Media
I Shot Andy Warhol,1996,R,103,_Crime,Mary Harron,NA,Lili Taylor,"Samuel Goldwyn Company, The"
Stefan Zweig: Farewell to Europe,2017,NotRated,106,_Drama,Maria Schrader,NA,_Barbara Sukowa_Charly Hübner_Cristina do Rego_Harvey Friedman_Ivan Shvedoff_Josef Hader_Lenn Kudrjawizki_Matthias Brandt_Nahuel Pérez Biscayart_Tómas Lemarquis,First Run Features
Our Little Sister,2016,PG,128,_Comedy,Hirokazu Koreeda,NA,_Haruka Ayase_Kaho_Masami Nagasawa_Suzu Hirose,Sony Pictures Classics
Mapplethorpe: Look at the Pictures,2016,NotRated,108,_Documentary,_Fenton Bailey_Randy Barbato,NA,None,HBO Documentary Films
I'll See You in My Dreams,2015,PG-13,92,_Comedy,Brett Haley,NA,_Blythe Danner_June Squibb_Malin Åkerman_Martin Starr_Mary Kay Place_Reid Scott_Rhea Perlman_Sam Elliott,Bleecker Street Media
Detective Dee and the Mystery of the Phantom Flame,2011,PG-13,119,_Crime,Hark Tsui,NA,None,Indomina Releasing
The Strange Case of Angelica,2010,None,97,_Drama,Manoel de Oliveira,NA,None,Cinema Guild
Enchanted,2007,PG,107,_Musical,Kevin Lima,NA,_Amy Adams_James Marsden_Susan Sarandon,Walt Disney Studios Motion Pictures
Lady Vengeance,2006,R,112,_Crime,Chan-wook Park,NA,None,Tartan
Make It Funky!,2005,NotRated,110,_Documentary,Michael Murphy,NA,None,None
The Blind Swordsman: Zatoichi,2004,R,116,_Music,Takeshi Kitano,NA,_Tadanobu Asano_Takeshi Kitano_Yui Natsukawa,Miramax Films
Shrek 2,2004,PG,93,_Family,_Andrew Adamson_Conrad Vernon_Kelly Asbury,NA,_Cameron Diaz_Eddie Murphy_Mike Myers,DreamWorks Distribution
The Clay Bird,2004,None,94,_History,Tareque Masud,NA,None,Milestone Film & Video
Life of Brian (re-release),2004,R,94,_Comedy,Terry Jones,NA,_Graham Chapman_John Cleese_Michael Palin,Orion Pictures Corporation
Lawless Heart,2003,R,100,_Comedy,_Neil Hunter_Tom Hunsinger,NA,_Bill Nighy_Douglas Henshall_Tom Hollander,First Look International
Kippur,2000,None,124,_War,Amos Gitai,NA,_Liron Levo_Tomer Russo,Kino International
Elizabeth,1998,R,124,_Romance,Shekhar Kapur,NA,Cate Blanchett,Gramercy Pictures (I)
Mistress America,2015,R,84,_Comedy,Noah Baumbach,NA,_Greta Gerwig_Lola Kirke,Fox Searchlight Pictures
Spy,2015,R,119,_Crime,Paul Feig,NA,_Jason Statham_Jude Law_Melissa McCarthy_Rose Byrne,Twentieth Century Fox Film Corporation
After Tiller,2013,PG-13,85,_News,_Lana Wilson_Martha Shane,NA,None,Oscilloscope Pictures
An Unreasonable Man,2007,NotRated,122,_Documentary,_Henriette Mantel_Steve Skrovan,NA,_Howard Zinn_Pat Buchanan_Ralph Nader,IFC First Take
24 City,2009,None,112,_Drama,Zhang Ke Jia,NA,None,Cinema Guild
Night Moves,2014,R,112,_Thriller,Kelly Reichardt,NA,_Dakota Fanning_Jesse Eisenberg_Peter Sarsgaard,
The Kingdom of Dreams and Madness,2014,NotRated,118,_Documentary,Mami Sunada,NA,None,Gkids
Crude,2009,Unrated,105,_Documentary,Joe Berlinger,NA,None,First Run Features
Tanna,2016,NotRated,100,_Romance,_Bentley Dean_Martin Butler,NA,None,Lightyear Entertainment
John Wick: Chapter 2,2017,R,122,_Crime,Chad Stahelski,NA,None,Summit Entertainment
The Witnesses,2008,None,112,_Drama,André Téchiné,NA,None,Strand Releasing
Destination Unknown,2017,NotRated,81,_Documentary,_Claire Ferguson_Llion Roberts,NA,_Cesia Mosberg_Ed Mosberg_Frank Blaichman_Marsha Kreuzman_Mietek Pemper_Regina Lewis_Roman Ferber_Stanley Glogover_Victor Lewis,Seventh Art Releasing
The Battered Bastards of Baseball,2014,NotRated,73,_Documentary,_Chapman Way_Maclain Way,NA,None,Netflix
Oceans,2010,G,84,_Documentary,_Jacques Cluzaud_Jacques Perrin,NA,Pierce Brosnan,Disneynature
Titanic,1997,PG-13,194,_Romance,James Cameron,NA,_Kate Winslet_Leonardo DiCaprio,Paramount Pictures
That Evening Sun,2009,PG-13,110,_Drama,Scott Teems,NA,None,Freestyle Releasing
The Invisible War,2012,NotRated,93,_Documentary,Kirby Dick,NA,None,Cinedigm Entertainment Group
The Motorcycle Diaries,2004,R,126,_Drama,Walter Salles,NA,_Gael García Bernal_Rodrigo De la Serna,Focus Features
Metropolis,2002,TV-14,108,_Animation,Rintaro,NA,Toshio Furukawa,Sony Pictures Entertainment (SPE)
Down from the Mountain,2001,G,98,_Documentary,_Chris Hegedus_D.A. Pennebaker_Nick Doob,NA,Emmylou Harris,Cowboy Booking International
The Wolfpack,2015,NotRated,90,_Documentary,Crystal Moselle,NA,None,Magnolia Pictures
Little Children,2006,R,136,_Romance,Todd Field,NA,_Jackie Earle Haley_Jennifer Connelly_Kate Winslet_Patrick Wilson,New Line Cinema
Terminator 2: Judgment Day,1991,TV-14,137,_Thriller,James Cameron,NA,_Arnold Schwarzenegger_Linda Hamilton,TriStar Pictures
Morris from America,2016,R,91,_Romance,Chad Hartigan,NA,_Carla Juri_Craig Robinson_Levin Henning_Markees Christmas_Patrick Güldenberg,A24
Another Road Home,2005,NotRated,79,_Documentary,Danae Elon,NA,None,GeoQuest Entertainment Group
The Wolf of Wall Street,2013,R,180,_Crime,Martin Scorsese,NA,_Cristin Milioti_Ethan Suplee_Jean Dujardin_Jon Bernthal_Jon Favreau_Jonah Hill_Kyle Chandler_Leonardo DiCaprio_Margot Robbie_Matthew McConaughey_Rob Reiner_Spike Jonze,Paramount Pictures
Rich Hill,2014,NotRated,91,_Documentary,_Andrew Droz Palermo_Tracy Droz Tragos,NA,None,
Dark Days,2000,NotRated,94,_Documentary,Marc Singer,NA,None,Oscilloscope Pictures
Captain America: Civil War,2016,PG-13,147,_Thriller,_Anthony Russo_Joe Russo,NA,_Anthony Mackie_Chadwick Boseman_Chris Evans_Don Cheadle_Jeremy Renner_Paul Bettany_Robert Downey Jr._Scarlett Johansson_Sebastian Stan,Walt Disney Studios Motion Pictures
Nina Forever,2016,R,98,_Romance,_Ben Blaine_Chris Blaine,NA,None,Epic Pictures Releasing
The Desert of Forbidden Art,2011,Unrated,80,_Documentary,_Amanda Pope_Tchavdar Georgiev,NA,None,"""DIA"" Productions GmbH & Co. KG"
Stand by Me,1986,R,89,_Drama,Rob Reiner,NA,_Corey Feldman_Jerry O'Connell_River Phoenix_Wil Wheaton,Columbia Pictures
Super Dark Times,2017,NotRated,100,_Thriller,Kevin Phillips,NA,_Adea Lennox_Amy Hargreaves_Charlie Tahan_Elizabeth Cappuccino_Ethan Botwick_Justin Rose_Max Talisman_Owen Campbell_Philip H. Ashley_Sawyer Barth,"Orchard, The"
Finding Vivian Maier,2014,NotRated,83,_Documentary,_Charlie Siskel_John Maloof,NA,_John Maloof_Vivian Maier,Sundance Selects
Middle of Nowhere,2012,R,97,_Drama,Ava DuVernay,NA,_David Oyelowo_Edwina Findley_Emayatzy E. Corinealdi_Lorraine Toussaint,AFFRM
The Square,2010,R,105,_Thriller,Nash Edgerton,NA,_Claire Van Der Boom_David Roberts_Joel Edgerton,Apparition
Beauty in Trouble,2008,None,None,_Comedy,Jan Hrebejk,NA,None,Menemsha Films
The Deserted Station,2004,None,88,_Drama,Alireza Raisian,NA,None,First Run Features
Kitchen Stories,2004,Unrated,95,_Comedy,Bent Hamer,NA,_Joachim Calmeyer_Tomas Norström,IFC Films
Roger Dodger,2002,R,106,_Comedy,Dylan Kidd,NA,_Campbell Scott_Isabella Rossellini_Jesse Eisenberg,Artisan Entertainment
The Kid Stays in the Picture,2002,R,93,_Documentary,_Brett Morgen_Nanette Burstein,NA,Robert Evans,Focus Features
Startup.com,2001,R,107,_Documentary,_Chris Hegedus_Jehane Noujaim,NA,_Kaleil Isaza Tuzman_Tom Herman,Artisan Entertainment
Harry Is Here to Help,2001,R,117,_Comedy,Dominik Moll,NA,_Laurent Lucas_Sergi López,Miramax Home Entertainment
Liberty Heights,1999,R,127,_Music,Barry Levinson,NA,_Adrien Brody_Bebe Neuwirth_Joe Mantegna,Warner Bros. Pictures
The Full Monty,1997,TV-MA,91,_Music,Peter Cattaneo,NA,_Mark Addy_Robert Carlyle_Tom Wilkinson,Fox Searchlight Pictures
Les amitiés maléfiques,2007,None,100,_Drama,Emmanuel Bourdieu,NA,None,Strand Releasing
Born on the Fourth of July,1989,R,145,_War,Oliver Stone,NA,Tom Cruise,Universal Pictures
"2 Autumns, 3 Winters",2014,NotRated,91,_Comedy,Sébastien Betbeder,NA,None,Film Movement
Graceland,2013,NotRated,84,_Crime,Ron Morales,NA,_Arnold Reyes_Dido De La Paz_Ella Guevara_Leon Miguel_Marife Necesito_Menggie Cobarrubias_Patricia Gayod,Drafthouse Films
Catch Me If You Can,2002,PG-13,141,_Crime,Steven Spielberg,NA,_Christopher Walken_Leonardo DiCaprio_Tom Hanks,DreamWorks Distribution
Land of Mine,2016,R,100,_War,Martin Zandvliet,NA,_Joel Basman_Laura Bro_Louis Hofmann_Mikkel Boe Følsgaard_Roland Møller_Zoe Zandvliet,Sony Pictures Classics
Side Effects,2013,R,106,_Crime,Steven Soderbergh,NA,_Catherine Zeta Jones_Channing Tatum_Jude Law_Rooney Mara,Open Road Films
Afterimage,2017,None,98,_History,Andrzej Wajda,NA,_Aleksander Fabisiak_Aleksandra Justa_Boguslaw Linda_Bronislawa Zamachowska_Irena Melcer_Krzysztof Pieczynski_Mariusz Bonaszewski_Paulina Galazka_Szymon Bobrowski_Zofia Wichlacz,Film Movement
Treeless Mountain,2009,NotRated,89,None,So Yong Kim,NA,None,Oscilloscope Pictures
The LEGO Batman Movie,2017,PG,104,_Family,Chris McKay,NA,None,Warner Bros.
Kate Plays Christine,2016,NotRated,112,_Documentary,Robert Greene,NA,None,Grasshopper Film
A Prairie Home Companion,2006,PG-13,105,_Musical,Robert Altman,NA,_Garrison Keillor_John C. Reilly_Lily Tomlin_Meryl Streep_Woody Harrelson,Picturehouse Entertainment
Mid-August Lunch,2010,NotRated,75,_Comedy,Gianni Di Gregorio,NA,None,Zeitgeist Films
