_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime
5332,a1452,b200,ghost world,2001,Terry Zwigoff,Steve Buscemi Thora Birch Scarlett Johansson Brad Renfro,111,ghost world,2001,Terry Zwigoff,Steve Buscemi Thora Birch,111
5348,a879,b201,brazil,1985,Terry Gilliam,Jonathan Pryce Kim Greist Robert De Niro Katherine Helmond,132,brazil,1985,Terry Gilliam,Jonathan Pryce Kim Greist Robert De Niro,132
5422,a1280,b204,on the waterfront,1954,Elia Kazan,Marlon Brando Karl Malden Lee J. Cobb Rod Steiger,108,on the waterfront,1954,Elia Kazan,Karl Malden Marlon Brando,108
5431,a1356,b205,capote,2005,Bennett Miller,Philip Seymour Hoffman Clifton Collins Jr. Catherine Keener Allie Mickelson,114,capote,2005,Bennett Miller,Catherine Keener Philip Seymour Hoffman,114
5576,a129,b209,whiplash,2014,Damien Chazelle,Miles Teller J.K. Simmons Melissa Benoist Paul Reiser,107,whiplash,2014,Damien Chazelle,J.K. Simmons Melissa Benoist Miles Teller Paul Reiser,107
5592,a2471,b210,the foreigner,2017,Martin Campbell,Katie Leung Jackie Chan Rufus Jones Mark Tandy,113,three billboards outside ebbing  missouri,2017,Martin McDonagh,Abbie Cornish Alejandro Barrios Caleb Landry Jones Clarke Peters Darrell Britt-Gibson Frances McDormand Jason Redford John Hawkes Kathryn Newton Kerry Condon Lucas Hedges Peter Dinklage Riya May Atwood Sam Rockwell Samara Weaving Woody Harrelson Zeljko Ivanek,115
5607,a735,b210,three billboards outside ebbing  missouri,2017,Martin McDonagh,Frances McDormand Woody Harrelson Sam Rockwell Caleb Landry Jones,115,three billboards outside ebbing  missouri,2017,Martin McDonagh,Abbie Cornish Alejandro Barrios Caleb Landry Jones Clarke Peters Darrell Britt-Gibson Frances McDormand Jason Redford John Hawkes Kathryn Newton Kerry Condon Lucas Hedges Peter Dinklage Riya May Atwood Sam Rockwell Samara Weaving Woody Harrelson Zeljko Ivanek,115
5665,a455,b214,moonrise kingdom,2012,Wes Anderson,Jared Gilman Kara Hayward Bruce Willis Bill Murray,94,the grand budapest hotel,2014,Wes Anderson,Adrien Brody Bill Murray Edward Norton F. Murray Abraham Harvey Keitel Jeff Goldblum Jude Law Léa Seydoux Mathieu Amalric Ralph Fiennes Saoirse Ronan Willem Dafoe,100
5678,a110,b214,the grand budapest hotel,2014,Wes Anderson,Ralph Fiennes F. Murray Abraham Mathieu Amalric Adrien Brody,99,the grand budapest hotel,2014,Wes Anderson,Adrien Brody Bill Murray Edward Norton F. Murray Abraham Harvey Keitel Jeff Goldblum Jude Law Léa Seydoux Mathieu Amalric Ralph Fiennes Saoirse Ronan Willem Dafoe,100
5685,a1341,b216,blue is the warmest color,2013,Abdellatif Kechiche,Léa Seydoux Adèle Exarchopoulos Salim Kechiouche Aurélien Recoing,180,blue is the warmest color,2013,Abdel Kechiche,Ad Alma Jodorowsky Anne Loiret Aurélien Recoing Benjamin Siksou Beno Catherine Salée Jeremie Laheurte Léa Seydoux Mona Walravens Salim Kechiouche Sandor Funtek,179
5719,a1332,b220,thelma   louise,1991,Ridley Scott,Susan Sarandon Geena Davis Harvey Keitel Michael Madsen,130,thelma   louise,1991,Ridley Scott,Geena Davis Susan Sarandon,130
5761,a1245,b223,network,1976,Sidney Lumet,Faye Dunaway William Holden Peter Finch Robert Duvall,121,network,1976,Sidney Lumet,Faye Dunaway Peter Finch William Holden,121
5834,a972,b226,chicken run,2000,Peter Lord Nick Park,Mel Gibson Julia Sawalha Phil Daniels Lynn Ferguson,84,chicken run,2000,Nick Park Peter Lord,Julia Sawalha Mel Gibson,84
5901,a118,b227,the king s speech,2010,Tom Hooper,Colin Firth Geoffrey Rush Helena Bonham Carter Derek Jacobi,118,the king s speech,2010,Tom Hooper,Colin Firth Geoffrey Rush Helena Bonham Carter,118
6020,a1005,b228,hell or high water,2016,David Mackenzie,Chris Pine Ben Foster Jeff Bridges Gil Birmingham,102,hell or high water,2016,David Mackenzie,,102
6027,a51,b229,up,2009,Pete Docter Bob Peterson,Edward Asner Jordan Nagai John Ratzenberger Christopher Plummer,96,up,2009,Bob Peterson Pete Docter,Edward Asner John Ratzenberger Jordan Nagai,96
6032,a557,b230,the fugitive,1993,Andrew Davis,Harrison Ford Tommy Lee Jones Sela Ward Julianne Moore,130,the fugitive,1993,Andrew Davis,Harrison Ford Tommy Lee Jones,130
6061,a2433,b231,quiz show,1994,Robert Redford,Ralph Fiennes John Turturro Rob Morrow Paul Scofield,133,quiz show,1994,Robert Redford,John Turturro Ralph Fiennes,133
6148,a2659,b234,anomalisa,2015,Duke Johnson Charlie Kaufman,David Thewlis Jennifer Jason Leigh Tom Noonan,90,anomalisa,2015,Charlie Kaufman Duke Johnson,David Thewlis Jennifer Jason Leigh Tom Noonan,90
6161,a1850,b234,home,2015,Tim Johnson,Jim Parsons Rihanna Steve Martin Jennifer Lopez,94,anomalisa,2015,Charlie Kaufman Duke Johnson,David Thewlis Jennifer Jason Leigh Tom Noonan,90
6229,a205,b235,toy story 2,1999,John Lasseter Ash Brannon Lee Unkrich,Tom Hanks Tim Allen Joan Cusack Kelsey Grammer,92,toy story 2,1999,Ash Brannon John Lasseter Lee Unkrich,Tim Allen Tom Hanks,92
6334,a678,b236,black panther,2018,Ryan Coogler,Chadwick Boseman Michael B. Jordan Lupita Nyong'o Danai Gurira,134,black panther,2018,Ryan Coogler,Andy Serkis Angela Bassett Chadwick Boseman Danai Gurira Daniel Kaluuya Forest Whitaker Letitia Wright Lupita Nyong'o Martin Freeman Michael B. Jordan Stan Lee Sterling K. Brown Winston Duke,134
6342,a171,b237,birdman or  the unexpected virtue of ignorance ,2014,Alejandro G. Iñárritu,Michael Keaton Zach Galifianakis Edward Norton Andrea Riseborough,119,birdman or  the unexpected virtue of ignorance ,2014,Alejandro González Iñárritu,Amy Ryan Andrea Riseborough Edward Norton Emma Stone Michael Keaton Naomi Watts Zach Galifianakis,119
6412,a1216,b240,mary poppins,1964,Robert Stevenson,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns,139,mary poppins,1964,Robert Stevenson,Dick Van Dyke Julie Andrews,139
6576,a1530,b243,night of the living dead,1968,George A. Romero,Duane Jones Judith O'Dea Karl Hardman Marilyn Eastman,96,night of the living dead,1968,George A. Romero,Duane Jones Judith O'Dea,96
6778,a746,b249,shakespeare in love,1998,John Madden,Gwyneth Paltrow Joseph Fiennes Geoffrey Rush Tom Wilkinson,123,shakespeare in love,1998,John Madden,Geoffrey Rush Joseph Fiennes,123
6866,a1942,b250,it happened one night,1934,Frank Capra,Clark Gable Claudette Colbert Walter Connolly Roscoe Karns,105,it happened one night,1934,Frank Capra,Alan Hale  Arthur Hoyt Blanche Friderici Charles C. Wilson Clark Gable Claudette Colbert Ernie Adams Jameson Thomas Roscoe Karns Walter Connolly,105
6925,a1751,b254,superman ii,1980,Richard Lester Richard Donner,Gene Hackman Christopher Reeve Margot Kidder Ned Beatty,127,superman ii,1981,Richard Donner Richard Lester,Christopher Reeve Gene Hackman Margot Kidder,127
6936,a2506,b254,superman iii,1983,Richard Lester,Christopher Reeve Richard Pryor Margot Kidder Jackie Cooper,125,superman ii,1981,Richard Donner Richard Lester,Christopher Reeve Gene Hackman Margot Kidder,127
7061,a1422,b259,brooklyn,2015,John Crowley,Saoirse Ronan Emory Cohen Domhnall Gleeson Jim Broadbent,117,brooklyn,2015,John Crowley,Jim Broadbent Julie Walters Saoirse Ronan,111
7157,a508,b261,to kill a mockingbird,1962,Robert Mulligan,Gregory Peck John Megna Frank Overton Rosemary Murphy,129,to kill a mockingbird,1962,Robert Mulligan,Gregory Peck,129
7161,a993,b263,goldfinger,1964,Guy Hamilton,Sean Connery Gert Fröbe Honor Blackman Shirley Eaton,110,goldfinger,1965,Guy Hamilton,Gert Fröbe Honor Blackman Sean Connery,110
7278,a851,b266,the bridge on the river kwai,1957,David Lean,William Holden Alec Guinness Jack Hawkins Sessue Hayakawa,161,the bridge on the river kwai,1957,David Lean,Alec Guinness André Morell Geoffrey Horne Jack Hawkins James Donald John Boxer Percy Herbert Peter Williams Sessue Hayakawa William Holden,161
7325,a1407,b268,spartacus,1960,Stanley Kubrick,Kirk Douglas Laurence Olivier Jean Simmons Charles Laughton,197,spartacus,1960,Stanley Kubrick,Kirk Douglas Laurence Olivier,0
7353,a1384,b270,the curse of the were rabbit,2005,Steve Box Nick Park,Peter Sallis Helena Bonham Carter Ralph Fiennes Peter Kay,85,wallace   gromit  the curse of the were rabbit,2005,Nick Park Steve Box,Helena Bonham Carter Peter Sallis Ralph Fiennes,85
7364,a2199,b273,all is lost,2013,J.C. Chandor,Robert Redford,106,all is lost,2013,J.C. Chandor,Robert Redford,106
7377,a1760,b280,tootsie,1982,Sydney Pollack,Dustin Hoffman Jessica Lange Teri Garr Dabney Coleman,116,tootsie,1982,Sydney Pollack,Dustin Hoffman,116
7388,a1045,b282,the birds,1963,Alfred Hitchcock,Rod Taylor Tippi Hedren Jessica Tandy Suzanne Pleshette,119,the birds,1963,Alfred Hitchcock,Charles McGraw Ethel Griffies Jessica Tandy Joe Mantell Lonny Chapman Rod Taylor Ruth McDevitt Suzanne Pleshette Tippi Hedren Veronica Cartwright,119
7403,a426,b283,brokeback mountain,2005,Ang Lee,Jake Gyllenhaal Heath Ledger Michelle Williams Randy Quaid,134,brokeback mountain,2005,Ang Lee,Heath Ledger Jake Gyllenhaal Michelle Williams,134
7457,a84,b286,harry potter and the deathly hallows  part 2,2011,David Yates,Daniel Radcliffe Emma Watson Rupert Grint Michael Gambon,130,harry potter and the deathly hallows  part 2,2011,David Yates,Daniel Radcliffe Emma Watson Michael Gambon Rupert Grint,130
7558,a2061,b287,rebel without a cause,1955,Nicholas Ray,James Dean Natalie Wood Sal Mineo Jim Backus,111,rebel without a cause,1955,Nicholas Ray,Ann Doran Corey Allen Dennis Hopper Edward Platt James Dean Jim Backus Natalie Wood Rochelle Hudson Sal Mineo William Hopper,111
7756,a854,b292,the shape of water,2017,Guillermo del Toro,Sally Hawkins Octavia Spencer Michael Shannon Doug Jones,123,the shape of water,2017,Guillermo del Toro,Cyndy Day David Hewlett Doug Jones John Kapelos Lauren Lee Smith Michael Shannon Michael Stuhlbarg Morgan Kelly Nick Searcy Nigel Bennett Octavia Spencer Richard Jenkins Sally Hawkins Stewart Arnott,123
7769,a2837,b293,shine,1996,Scott Hicks,Geoffrey Rush Armin Mueller-Stahl Justin Braine Sonia Todd,105,shine,1996,Scott Hicks,Armin Mueller-Stahl Geoffrey Rush,105
7848,a370,b296,moneyball,2011,Bennett Miller,Brad Pitt Robin Wright Jonah Hill Philip Seymour Hoffman,133,moneyball,2011,Bennett Miller,Brad Pitt Jonah Hill Robin Wright,133
7859,a953,b299,the english patient,1996,Anthony Minghella,Ralph Fiennes Juliette Binoche Willem Dafoe Kristin Scott Thomas,162,the english patient,1996,Anthony Minghella,Juliette Binoche Kristin Scott Thomas Ralph Fiennes Willem Dafoe,162
7922,a755,b300,the great escape,1963,John Sturges,Steve McQueen James Garner Richard Attenborough Charles Bronson,172,the great escape,1963,John Sturges,Charles Bronson David McCallum Donald Pleasence Gordon Jackson Hannes Messemer James Coburn James Donald James Garner Richard Attenborough Steve McQueen,172
8096,a174,b306,jaws,1975,Steven Spielberg,Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary,124,jaws,1975,Steven Spielberg,Richard Dreyfuss Robert Shaw Robert Shaw Roy Scheider,124
8178,a612,b311,lincoln,2012,Steven Spielberg,Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt,150,lincoln,2012,Steven Spielberg,Daniel Day-Lewis,150
8191,a465,b312,room,2015,Lenny Abrahamson,Brie Larson Jacob Tremblay Sean Bridgers Wendy Crewson,118,room,2015,Lenny Abrahamson,Brie Larson Jacob Tremblay,118
8225,a3015,b315,sex  lies  and videotape,1989,Steven Soderbergh,James Spader Andie MacDowell Peter Gallagher Laura San Giacomo,100,sex  lies  and videotape,1989,Steven Soderbergh,Andie MacDowell James Spader,100
8262,a1496,b318,nebraska,2013,Alexander Payne,Bruce Dern Will Forte June Squibb Bob Odenkirk,115,nebraska,2013,Alexander Payne,Bob Odenkirk Bruce Dern June Squibb Stacy Keach Will Forte,115
8265,a65,b319,slumdog millionaire,2008,Danny Boyle Loveleen Tandan,Dev Patel Freida Pinto Saurabh Shukla Anil Kapoor,120,slumdog millionaire,2008,Danny Boyle Loveleen Tandan,Dev Patel Freida Pinto,120
8338,a127,b323,million dollar baby,2004,Clint Eastwood,Hilary Swank Clint Eastwood Morgan Freeman Jay Baruchel,132,million dollar baby,2004,Clint Eastwood,Clint Eastwood Hilary Swank Morgan Freeman,132
8407,a2077,b325,the straight story,1999,David Lynch,Richard Farnsworth Sissy Spacek Jane Galloway Heitz Joseph A. Carpenter,112,the straight story,1999,David Lynch,Richard Farnsworth Sissy Spacek,112
8559,a1015,b326,rushmore,1998,Wes Anderson,Jason Schwartzman Bill Murray Olivia Williams Seymour Cassel,93,rushmore,1998,Wes Anderson,Bill Murray Jason Schwartzman,93
8560,a2809,b326,soldier,1998,Paul W.S. Anderson,Kurt Russell Jason Scott Lee Jason Isaacs Connie Nielsen,99,rushmore,1998,Wes Anderson,Bill Murray Jason Schwartzman,93
8593,a1000,b329,the babadook,2014,Jennifer Kent,Essie Davis Noah Wiseman Daniel Henshall Hayley McElhinney,93,the babadook,2014,Jennifer Kent,Barbara West Daniel Henshall Essie Davis Hayley McElhinney Noah Wiseman,93
8594,a1286,b332,the kids are all right,2010,Lisa Cholodenko,Annette Bening Julianne Moore Mark Ruffalo Mia Wasikowska,106,the kids are all right,2010,Lisa Cholodenko,Annette Bening Julianne Moore Mark Ruffalo,106
8595,a2734,b332,lol,2012,Lisa Azuelos,Miley Cyrus Douglas Booth Ashley Greene Demi Moore,97,the kids are all right,2010,Lisa Cholodenko,Annette Bening Julianne Moore Mark Ruffalo,106
8596,a1794,b333,boys don t cry,1999,Kimberly Peirce,Hilary Swank Chloë Sevigny Peter Sarsgaard Brendan Sexton III,118,boys don t cry,1999,Kimberly Peirce,Chloë Sevigny Hilary Swank,118
8842,a119,b339,aliens,1986,James Cameron,Sigourney Weaver Michael Biehn Carrie Henn Paul Reiser,137,aliens,1986,James Cameron,Michael Biehn Sigourney Weaver,137
9070,a1810,b344,easy rider,1969,Dennis Hopper,Peter Fonda Dennis Hopper Jack Nicholson Antonio Mendoza,95,easy rider,1969,Dennis Hopper,Dennis Hopper Peter Fonda,95
9115,a518,b348,chinatown,1974,Roman Polanski,Jack Nicholson Faye Dunaway John Huston Perry Lopez,130,chinatown,1974,Roman Polanski,Faye Dunaway Jack Nicholson John Huston,130
9223,a742,b355,das boot,1981,Wolfgang Petersen,Jürgen Prochnow Herbert Grönemeyer Klaus Wennemann Hubertus Bengsch,149,das boot,1982,Wolfgang Petersen,Jürgen Prochnow,149
9270,a1854,b356,west side story,1961,Jerome Robbins Robert Wise,Natalie Wood George Chakiris Richard Beymer Russ Tamblyn,153,west side story,1961,Jerome Robbins Robert Wise,George Chakiris Natalie Wood Ned Glass Richard Beymer Rita Moreno Russ Tamblyn Simon Oakland Tony Mordente Tucker Smith William Bramley,153
9345,a38,b358,back to the future,1985,Robert Zemeckis,Michael J. Fox Christopher Lloyd Lea Thompson Crispin Glover,116,back to the future,1985,Robert Zemeckis,Christopher Lloyd Michael J. Fox,116
9390,a2067,b358,romancing the stone,1984,Robert Zemeckis,Michael Douglas Kathleen Turner Danny DeVito Zack Norman,106,back to the future,1985,Robert Zemeckis,Christopher Lloyd Michael J. Fox,116
9450,a1889,b362,the big sick,2017,Michael Showalter,Kumail Nanjiani Zoe Kazan Holly Hunter Ray Romano,120,the big sick,2017,Michael Showalter,Adeel Akhtar Aidy Bryant Anupam Kher Bo Burnham Holly Hunter Kumail Nanjiani Kurt Braunohler Ray Romano Zenobia Shroff Zoe Kazan,120
9471,a152,b363,argo,2012,Ben Affleck,Ben Affleck Bryan Cranston John Goodman Alan Arkin,120,argo,2012,Ben Affleck,,120
9491,a801,b368,traffic,2000,Steven Soderbergh,Michael Douglas Benicio Del Toro Catherine Zeta-Jones Jacob Vargas,147,traffic,2000,Steven Soderbergh,Benicio Del Toro Michael Douglas,147
9545,a2467,b369,dangerous liaisons,1988,Stephen Frears,Glenn Close John Malkovich Michelle Pfeiffer Swoosie Kurtz,119,the grifters,1990,Stephen Frears,Anjelica Huston Annette Bening John Cusack,110
9564,a161,b370,2001  a space odyssey,1968,Stanley Kubrick,Keir Dullea Gary Lockwood William Sylvester Daniel Richter,149,2001  a space odyssey,1968,Stanley Kubrick,Gary Lockwood Keir Dullea,141
9602,a1971,b371,inherent vice,2014,Paul Thomas Anderson,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston,148,the master,2012,Paul Thomas Anderson,Amy Adams Jesse Plemons Joaquin Phoenix Philip Seymour Hoffman,144
9633,a1242,b371,the master,2012,Paul Thomas Anderson,Philip Seymour Hoffman Joaquin Phoenix Amy Adams Jesse Plemons,138,the master,2012,Paul Thomas Anderson,Amy Adams Jesse Plemons Joaquin Phoenix Philip Seymour Hoffman,144
9662,a1423,b374,this is england,2006,Shane Meadows,Thomas Turgoose Stephen Graham Jo Hartley Andrew Shim,101,this is england,2007,Shane Meadows,Jo Hartley Stephen Graham Thomas Turgoose,101
9696,a2839,b379,the player,1992,Robert Altman,Tim Robbins Greta Scacchi Fred Ward Whoopi Goldberg,124,the player,1992,Robert Altman,Greta Scacchi Tim Robbins,124
9784,a1087,b380,superman,1978,Richard Donner,Christopher Reeve Margot Kidder Gene Hackman Marlon Brando,143,superman,1978,Richard Donner,Christopher Reeve Gene Hackman Margot Kidder,143
9971,a431,b387,baby driver,2017,Edgar Wright,Ansel Elgort Jon Bernthal Jon Hamm Eiza González,112,baby driver,2017,Edgar Wright,Ansel Elgort C.J. Jones Eiza González Jamie Foxx Jon Bernthal Jon Hamm Kevin Spacey Lily James Micah Howard Morgan Brown Morse Diggs,112
9997,a30,b389,american beauty,1999,Sam Mendes,Kevin Spacey Annette Bening Thora Birch Wes Bentley,122,american beauty,1999,Sam Mendes,Annette Bening Kevin Spacey,122
10018,a1985,b392,beasts of the southern wild,2012,Benh Zeitlin,Quvenzhané Wallis Dwight Henry Levy Easterly Lowell Landes,93,beasts of the southern wild,2012,Benh Zeitlin,Dwight Henry Gina Montana Jovan Hathaway Levy Easterly Lowell Landes Nicholas Clark Pamela Harper Quvenzhané Wallis,93
10030,a2042,b395,say anything   ,1989,Cameron Crowe,John Cusack Ione Skye John Mahoney Lili Taylor,100,say anything   ,1989,Cameron Crowe,Ione Skye John Cusack,100
10050,a802,b397,death race,2008,Paul W.S. Anderson,Jason Statham Joan Allen Tyrese Gibson Ian McShane,105,the bourne ultimatum,2007,Paul Greengrass,Édgar Ramírez Joan Allen Matt Damon,115
10089,a122,b397,the bourne ultimatum,2007,Paul Greengrass,Matt Damon Edgar Ramírez Joan Allen Julia Stiles,115,the bourne ultimatum,2007,Paul Greengrass,Édgar Ramírez Joan Allen Matt Damon,115
10130,a58,b398,raiders of the lost ark,1981,Steven Spielberg,Harrison Ford Karen Allen Paul Freeman John Rhys-Davies,115,raiders of the lost ark,1981,Steven Spielberg,Harrison Ford John Rhys-Davies Karen Allen Paul Freeman,115
10159,a1908,b399,take shelter,2011,Jeff Nichols,Michael Shannon Jessica Chastain Shea Whigham Tova Stewart,120,take shelter,2011,Jeff Nichols,Jessica Chastain Michael Shannon Shea Whigham,120
10171,a106,b401,the pianist,2002,Roman Polanski,Adrien Brody Thomas Kretschmann Frank Finlay Emilia Fox,150,the pianist,2002,Roman Polanski,Adrien Brody Frank Finlay,150
10187,a655,b404,boogie nights,1997,Paul Thomas Anderson,Mark Wahlberg Julianne Moore Burt Reynolds Luis Guzmán,155,boogie nights,1997,Paul Thomas Anderson,Burt Reynolds Julianne Moore Mark Wahlberg,155
10449,a347,b425,knocked up,2007,Judd Apatow,Seth Rogen Katherine Heigl Paul Rudd Leslie Mann,129,knocked up,2007,Judd Apatow,Katherine Heigl Paul Rudd Seth Rogen,129
10456,a23,b427,the departed,2006,Martin Scorsese,Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg,151,the departed,2006,Martin Scorsese,Jack Nicholson Leonardo DiCaprio Matt Damon,151
10530,a1411,b431,stuart little,1999,Rob Minkoff,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki,84,this is spinal tap  re release ,2000,Rob Reiner,Christopher Guest Michael McKean Rob Reiner,82
10540,a3013,b431,stuart little 2,2002,Rob Minkoff,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki,77,this is spinal tap  re release ,2000,Rob Reiner,Christopher Guest Michael McKean Rob Reiner,82
